--------- beginning of main
08-16 18:47:47.904 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.904 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.904 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.904 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.908 17642 18563 E FrameEvents: updateAcquireFence: Did not find frame.
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.922 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.930 17642 18563 E FrameEvents: updateAcquireFence: Did not find frame.
08-16 18:47:47.937 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.937 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.937 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.937 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.937 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.937 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.938 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.944 17642 18563 E FrameEvents: updateAcquireFence: Did not find frame.
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.954 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.960 17642 18563 E FrameEvents: updateAcquireFence: Did not find frame.
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.972 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.982 17642 18563 E FrameEvents: updateAcquireFence: Did not find frame.
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:47.990 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:48.006 17642 18563 E FrameEvents: updateAcquireFence: Did not find frame.
08-16 18:47:48.008 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:48.008 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:48.008 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:48.008 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
08-16 18:47:48.008 17642 18552 E libEGL  : eglGetFrameTimestampsANDROIDImpl:2355 error 3002 (EGL_BAD_ACCESS)
